# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5290365106890832640" 17.45765 2.34929 0.53497 0.00861 0.50979 0.01226 0.13
"Gaia DR2 5290690214436590464" 17.45920 2.50306 0.53004 0.00858 0.50016 0.01362 0.66
"Gaia DR2 5290420529148059264" 17.45992 2.38756 0.53353 0.00862 0.50754 0.01219 0.20
"Gaia DR2 5290815803579252352" 17.46059 2.32936 0.53534 0.00860 0.51022 0.01211 0.13
"Gaia DR2 5290778660702192000" 17.46092 2.40807 0.53292 0.00864 0.50668 0.01210 0.27
"Gaia DR2 5289998041804833280" 17.46348 2.40632 0.53281 0.00869 0.50658 0.01220 0.26
"Gaia DR2 5290721451737255936" 17.46593 2.27026 0.53680 0.00862 0.51251 0.01272 0.22
"Gaia DR2 5290035253401389824" 17.46610 2.39087 0.53298 0.00864 0.50699 0.01208 0.20
"Gaia DR2 5290727499051027072" 17.46845 2.40272 0.53246 0.00866 0.50620 0.01221 0.24
"Gaia DR2 5289648706341692288" 17.46906 2.43096 0.53144 0.00860 0.50467 0.01242 0.35
"Gaia DR2 5289941618815394816" 17.47080 2.53502 0.52814 0.00841 0.49573 0.01458 0.75
"Gaia DR2 5290767906104047872" 17.47153 2.22578 0.53766 0.00868 0.51378 0.01301 0.28
"Gaia DR2 5289901280484802176" 17.47456 2.96533 0.51475 0.00842 0.45833 0.01458 0.63
"Gaia DR2 5290718836097039616" 17.47631 2.35629 0.53320 0.00863 0.50753 0.01229 0.13
"Gaia DR2 5290920428980892544" 17.47890 2.49400 0.52875 0.00860 0.49943 0.01333 0.59
"Gaia DR2 5290921253614620928" 17.48066 2.48444 0.52889 0.00858 0.49992 0.01319 0.55
"Gaia DR2 5290732824810285184" 17.48633 2.67409 0.52252 0.00853 0.47383 0.01666 0.81
"Gaia DR2 5290822812965522816" 17.48792 2.50639 0.52755 0.00849 0.49770 0.01347 0.63
"Gaia DR2 5290637064220112512" 17.49003 2.42298 0.52997 0.00860 0.50286 0.01255 0.29
"Gaia DR2 5290646715006401408" 17.49134 2.40778 0.53028 0.00857 0.50383 0.01240 0.23
"Gaia DR2 5288069807646258304" 17.49438 2.50071 0.52722 0.00855 0.49772 0.01334 0.60
"Gaia DR2 5290722688687747968" 17.49926 2.39897 0.52993 0.00859 0.50338 0.01262 0.19
"Gaia DR2 5290726502618649344" 17.50996 2.32982 0.53110 0.00863 0.50582 0.01237 0.15
"Gaia DR2 5290740040355375360" 17.51363 2.40453 0.52857 0.00855 0.50159 0.01237 0.19
"Gaia DR2 5290782229815121664" 17.51742 2.37059 0.52933 0.00854 0.50303 0.01253 0.13
"Gaia DR2 5290834082959495168" 17.51772 2.37677 0.52915 0.00852 0.50257 0.01255 0.13
"Gaia DR2 5290937677569411456" 17.51936 2.43457 0.52710 0.00858 0.49951 0.01259 0.29
"Gaia DR2 5290667472588666368" 17.52429 2.55186 0.52308 0.00851 0.48919 0.01560 0.74
"Gaia DR2 5291101504801571328" 17.52724 2.52222 0.52365 0.00848 0.49274 0.01447 0.63
"Gaia DR2 5290898988503578112" 17.53109 2.44085 0.52593 0.00860 0.49837 0.01282 0.30
"Gaia DR2 5289689452697560192" 17.53150 2.50063 0.52397 0.00847 0.49435 0.01391 0.54
"Gaia DR2 5290642286900685056" 17.53596 2.41383 0.52633 0.00857 0.49913 0.01263 0.20
"Gaia DR2 5290514262515609856" 17.53906 1.01266 0.57217 0.00878 0.56112 0.01507 0.47
"Gaia DR2 5290039784589587840" 17.53965 2.19011 0.53304 0.00872 0.50885 0.01258 0.32
"Gaia DR2 5290688741266203008" 17.54151 2.43201 0.52534 0.00853 0.49777 0.01302 0.25
"Gaia DR2 5291100645808735872" 17.54594 2.40738 0.52568 0.00858 0.49862 0.01260 0.17
"Gaia DR2 5291028593436748288" 17.54697 2.35653 0.52718 0.00856 0.50091 0.01240 0.14
"Gaia DR2 5290815283885498624" 17.54757 2.18210 0.53264 0.00870 0.50851 0.01266 0.33
"Gaia DR2 5290935993942166912" 17.54811 2.66660 0.51755 0.00832 0.46996 0.01714 0.84
"Gaia DR2 5290936921655114496" 17.55155 2.52782 0.52150 0.00851 0.48946 0.01505 0.62
"Gaia DR2 5290923624436574336" 17.55572 2.45657 0.52330 0.00851 0.49505 0.01362 0.32
"Gaia DR2 5291198605419888896" 17.55639 2.42119 0.52434 0.00856 0.49700 0.01311 0.20
"Gaia DR2 5290006352562744960" 17.55657 2.40221 0.52501 0.00854 0.49798 0.01285 0.15
"Gaia DR2 5289119836953807232" 17.55882 2.50404 0.52161 0.00854 0.49107 0.01418 0.51
"Gaia DR2 5291328755813607424" 17.56327 1.50414 0.55372 0.00923 0.53631 0.01614 0.45
"Gaia DR2 5290670732463191168" 17.56443 2.43394 0.52327 0.00851 0.49560 0.01363 0.23
"Gaia DR2 5290830127290226560" 17.56626 2.44165 0.52292 0.00850 0.49490 0.01371 0.25
"Gaia DR2 5290795393895074944" 17.56761 2.41351 0.52355 0.00852 0.49633 0.01340 0.17
"Gaia DR2 5289797307916605056" 17.56890 2.56963 0.51864 0.00846 0.48354 0.01554 0.74
"Gaia DR2 5290777453810925184" 17.57938 2.48897 0.52039 0.00854 0.48992 0.01417 0.42
"Gaia DR2 5289960658409796864" 17.57975 2.52278 0.51914 0.00848 0.48719 0.01459 0.56
"Gaia DR2 5291031101697576064" 17.58161 2.44918 0.52137 0.00856 0.49239 0.01377 0.26
"Gaia DR2 5290662318627652480" 17.58497 2.48597 0.52001 0.00853 0.48951 0.01424 0.40
"Gaia DR2 5290837377196531072" 17.59059 2.33207 0.52417 0.00855 0.49793 0.01296 0.20
"Gaia DR2 5290670839842788608" 17.59360 2.46311 0.51992 0.00855 0.49015 0.01391 0.29
"Gaia DR2 5290930393304743808" 17.59498 2.40695 0.52151 0.00857 0.49365 0.01350 0.14
"Gaia DR2 5290840233352691712" 17.59794 2.43013 0.52063 0.00855 0.49176 0.01378 0.18
"Gaia DR2 5290711418693790080" 17.60034 2.37387 0.52210 0.00860 0.49520 0.01327 0.14
"Gaia DR2 5290926579371641728" 17.60211 2.46575 0.51896 0.00848 0.48903 0.01396 0.29
"Gaia DR2 5290819136469225856" 17.60318 2.32977 0.52321 0.00855 0.49685 0.01342 0.21
"Gaia DR2 5290737287278894848" 17.60439 2.42804 0.52010 0.00855 0.49116 0.01367 0.17
"Gaia DR2 5290709219670524416" 17.60813 2.51120 0.51717 0.00847 0.48543 0.01415 0.47
"Gaia DR2 5291035774622125952" 17.60883 2.46957 0.51832 0.00849 0.48829 0.01389 0.30
"Gaia DR2 5290835418689851648" 17.61113 2.52513 0.51648 0.00846 0.48432 0.01418 0.52
"Gaia DR2 5290768902536562944" 17.61657 2.66902 0.51161 0.00852 0.46473 0.01723 0.85
"Gaia DR2 5291229937207016064" 17.61733 2.40061 0.51982 0.00853 0.49140 0.01359 0.13
"Gaia DR2 5290716641373788416" 17.61939 2.43466 0.51846 0.00848 0.48916 0.01361 0.17
"Gaia DR2 5291030341486158592" 17.62016 2.50699 0.51619 0.00842 0.48472 0.01384 0.43
"Gaia DR2 5290012537316756608" 17.62467 2.52486 0.51536 0.00853 0.48324 0.01401 0.50
"Gaia DR2 5290673653045176960" 17.62998 2.47644 0.51631 0.00843 0.48563 0.01355 0.29
"Gaia DR2 5290715679301105536" 17.63252 2.55898 0.51360 0.00857 0.47989 0.01443 0.62
"Gaia DR2 5290771234698060288" 17.64469 2.69141 0.50859 0.00841 0.45892 0.01667 0.85
"Gaia DR2 5290820029826796672" 17.65308 2.36055 0.51795 0.00846 0.48976 0.01331 0.19
"Gaia DR2 5290935822143486592" 17.65321 2.08866 0.52642 0.00860 0.50220 0.01374 0.38
"Gaia DR2 5290660944238288384" 17.65334 2.48862 0.51396 0.00859 0.48301 0.01371 0.31
"Gaia DR2 5290820304704699008" 17.65447 2.30925 0.51935 0.00854 0.49223 0.01370 0.26
"Gaia DR2 5289975978553203712" 17.65880 2.73589 0.50598 0.00853 0.45245 0.01631 0.81
"Gaia DR2 5290726777496556672" 17.65940 2.40879 0.51589 0.00851 0.48636 0.01318 0.13
"Gaia DR2 5290952791557533952" 17.66140 2.71233 0.50651 0.00849 0.45517 0.01666 0.83
"Gaia DR2 5290932935925488640" 17.66334 2.67337 0.50746 0.00850 0.46086 0.01689 0.85
"Gaia DR2 5290815941018195456" 17.66354 2.24583 0.52068 0.00864 0.49438 0.01384 0.31
"Gaia DR2 5290665170485954944" 17.66542 2.51270 0.51221 0.00857 0.48036 0.01364 0.39
"Gaia DR2 5290767493783186944" 17.66575 2.25172 0.52030 0.00856 0.49365 0.01381 0.31
"Gaia DR2 5290012399877777408" 17.67059 2.18067 0.52209 0.00862 0.49658 0.01395 0.35
"Gaia DR2 5290736604381644544" 17.67404 2.48095 0.51240 0.00860 0.48149 0.01369 0.25
"Gaia DR2 5290804391846564736" 17.68048 2.60873 0.50793 0.00846 0.47003 0.01536 0.74
"Gaia DR2 5289868677389165952" 17.68082 2.47848 0.51184 0.00861 0.48113 0.01346 0.24
"Gaia DR2 5290740624470939520" 17.68833 2.37106 0.51470 0.00852 0.48538 0.01318 0.19
"Gaia DR2 5290803051816290176" 17.69100 2.54874 0.50888 0.00850 0.47533 0.01354 0.50
"Gaia DR2 5290920733919487488" 17.69217 2.81070 0.50074 0.00847 0.44361 0.01617 0.74
"Gaia DR2 5290721314298300672" 17.69258 2.37980 0.51388 0.00859 0.48484 0.01295 0.18
"Gaia DR2 5290763812994440960" 17.69692 2.50159 0.50980 0.00844 0.47828 0.01322 0.30
"Gaia DR2 5290874455652206464" 17.69831 2.74314 0.50231 0.00842 0.44863 0.01664 0.81
"Gaia DR2 5290688221571624704" 17.69914 2.40027 0.51278 0.00866 0.48328 0.01318 0.15
"Gaia DR2 5290832983443096704" 17.70031 2.47011 0.51045 0.00847 0.47973 0.01292 0.19
"Gaia DR2 5289975982852929408" 17.70246 2.50404 0.50921 0.00846 0.47751 0.01314 0.30
"Gaia DR2 5290826317659220352" 17.70302 2.38571 0.51289 0.00868 0.48351 0.01332 0.17
"Gaia DR2 5290834701435001088" 17.70316 2.42616 0.51149 0.00850 0.48173 0.01309 0.13
"Gaia DR2 5290803876450455424" 17.70852 2.63023 0.50489 0.00868 0.46561 0.01587 0.77
"Gaia DR2 5290972277826087424" 17.70984 2.53490 0.50767 0.00857 0.47451 0.01326 0.41
"Gaia DR2 5290650601957393920" 17.71510 2.48534 0.50875 0.00848 0.47723 0.01305 0.22
"Gaia DR2 5290767493787264128" 17.71601 2.34534 0.51298 0.00869 0.48391 0.01336 0.24
"Gaia DR2 5290718359360871680" 17.71784 2.77257 0.49965 0.00853 0.44407 0.01657 0.79
"Gaia DR2 5290638541688786688" 17.71988 2.49025 0.50821 0.00850 0.47636 0.01296 0.23
"Gaia DR2 5289673372337688832" 17.72115 2.54842 0.50624 0.00859 0.47253 0.01377 0.45
"Gaia DR2 5290715988538836224" 17.72263 2.74777 0.49995 0.00852 0.44587 0.01735 0.82
"Gaia DR2 5290412312873746688" 17.72285 2.48191 0.50820 0.00851 0.47659 0.01300 0.20
"Gaia DR2 5289882348267322624" 17.72554 2.51061 0.50704 0.00864 0.47447 0.01312 0.29
"Gaia DR2 5290658573416344960" 17.73486 2.55032 0.50501 0.00874 0.47123 0.01375 0.44
"Gaia DR2 5289960452251363968" 17.73508 2.54654 0.50509 0.00872 0.47150 0.01368 0.43
"Gaia DR2 5291061235188474624" 17.73515 2.12862 0.51805 0.00862 0.49165 0.01462 0.38
"Gaia DR2 5290698288975017344" 17.73651 2.72921 0.49935 0.00862 0.44693 0.01739 0.84
"Gaia DR2 5290671973714254592" 17.73758 2.58996 0.50348 0.00849 0.46814 0.01468 0.60
"Gaia DR2 5290748488550853376" 17.74110 2.49166 0.50624 0.00860 0.47415 0.01299 0.21
"Gaia DR2 5290994676078620800" 17.75006 2.49825 0.50521 0.00875 0.47289 0.01322 0.22
"Gaia DR2 5289105062266063488" 17.75020 2.88882 0.49337 0.00858 0.43368 0.01508 0.69
"Gaia DR2 5290810409100466048" 17.75296 2.46559 0.50602 0.00865 0.47451 0.01270 0.14
"Gaia DR2 5290671011641479296" 17.75485 2.55687 0.50302 0.00859 0.46911 0.01402 0.44
"Gaia DR2 5290745086936635392" 17.75485 2.52962 0.50387 0.00864 0.47063 0.01361 0.33
"Gaia DR2 5290658985733281280" 17.75500 2.46160 0.50597 0.00864 0.47448 0.01281 0.14
"Gaia DR2 5290757593881558272" 17.75543 2.46111 0.50595 0.00865 0.47443 0.01274 0.14
"Gaia DR2 5290725364449817088" 17.75667 2.06361 0.51823 0.00865 0.49257 0.01497 0.39
"Gaia DR2 5290825110768202240" 17.75682 2.37835 0.50843 0.00859 0.47833 0.01281 0.21
"Gaia DR2 5290735333071202944" 17.76069 2.55769 0.50250 0.00855 0.46865 0.01400 0.44
"Gaia DR2 5290420322989624064" 17.76216 2.56217 0.50226 0.00851 0.46813 0.01406 0.45
"Gaia DR2 5290615795542467712" 17.76333 2.53468 0.50295 0.00862 0.46961 0.01384 0.34
"Gaia DR2 5290877097054512128" 17.76377 2.53086 0.50302 0.00860 0.46982 0.01381 0.32
"Gaia DR2 5289874342447986560" 17.76473 2.60469 0.50063 0.00862 0.46482 0.01481 0.62
"Gaia DR2 5290936062661647616" 17.76642 2.35651 0.50824 0.00860 0.47829 0.01279 0.25
"Gaia DR2 5290815112083961472" 17.76686 2.33816 0.50874 0.00853 0.47908 0.01285 0.27
"Gaia DR2 5290451070656563712" 17.76760 1.57452 0.53298 0.00893 0.51178 0.01584 0.45
"Gaia DR2 5291043333764767232" 17.76937 2.68738 0.49782 0.00873 0.45233 0.01763 0.84
"Gaia DR2 5290632833672899072" 17.77055 2.49955 0.50332 0.00858 0.47077 0.01346 0.20
"Gaia DR2 5290822469368226176" 17.77269 2.36961 0.50726 0.00865 0.47711 0.01249 0.23
"Gaia DR2 5289896057802949120" 17.77358 2.52557 0.50236 0.00856 0.46930 0.01368 0.29
"Gaia DR2 5290855042400243712" 17.77499 2.59405 0.50001 0.00864 0.46476 0.01463 0.57
"Gaia DR2 5290745258735333120" 17.77625 2.50935 0.50260 0.00858 0.46974 0.01378 0.23
"Gaia DR2 5290864594407311360" 17.77916 2.58029 0.50005 0.00865 0.46524 0.01443 0.51
"Gaia DR2 5290775735823905792" 17.78094 2.52590 0.50166 0.00853 0.46838 0.01366 0.28
"Gaia DR2 5290814875866393984" 17.78236 2.28554 0.50902 0.00862 0.47977 0.01320 0.31
"Gaia DR2 5290948427870649600" 17.78393 2.25727 0.50977 0.00858 0.48103 0.01366 0.33
"Gaia DR2 5290142107889160832" 17.79794 2.80641 0.49153 0.00875 0.43407 0.01562 0.78
"Gaia DR2 5290673756120589440" 17.79915 2.23157 0.50923 0.00867 0.48048 0.01380 0.35
"Gaia DR2 5291167681656343552" 17.79998 2.57148 0.49864 0.00879 0.46431 0.01413 0.44
"Gaia DR2 5290663516918045824" 17.80287 2.49323 0.50065 0.00866 0.46823 0.01300 0.16
"Gaia DR2 5290673279384144384" 17.80485 2.35001 0.50501 0.00883 0.47454 0.01247 0.27
"Gaia DR2 5290673446882839424" 17.81890 2.36293 0.50322 0.00873 0.47237 0.01248 0.26
"Gaia DR2 5290686434865193344" 17.82052 2.56807 0.49689 0.00880 0.46254 0.01440 0.40
"Gaia DR2 5290643248973207296" 17.82060 2.57484 0.49665 0.00888 0.46210 0.01450 0.42
"Gaia DR2 5290712204667460992" 17.82246 2.51368 0.49846 0.00881 0.46511 0.01350 0.19
"Gaia DR2 5290713475977840256" 17.83024 2.77172 0.48976 0.00891 0.43416 0.01631 0.83
"Gaia DR2 5290667438228927104" 17.83180 2.79569 0.48886 0.00901 0.43145 0.01574 0.80
"Gaia DR2 5289860396691983616" 17.83274 2.56315 0.49585 0.00890 0.46176 0.01431 0.36
"Gaia DR2 5290739829899616384" 17.83949 2.44446 0.49898 0.00888 0.46733 0.01258 0.16
"Gaia DR2 5290769211774213248" 17.84596 2.66166 0.49155 0.00879 0.45133 0.01672 0.73
"Gaia DR2 5290732034536302080" 17.85097 2.55035 0.49460 0.00877 0.46080 0.01395 0.28
"Gaia DR2 5289525969061865728" 17.85160 2.92200 0.48316 0.00897 0.42032 0.01400 0.70
"Gaia DR2 5290667124690661248" 17.85623 2.72685 0.48872 0.00908 0.43962 0.01733 0.85
"Gaia DR2 5291190114271085184" 17.85743 2.53101 0.49460 0.00882 0.46125 0.01365 0.21
"Gaia DR2 5290724505456170368" 17.85839 2.39037 0.49894 0.00894 0.46784 0.01241 0.24
"Gaia DR2 5290734267919314176" 17.86080 2.61068 0.49183 0.00883 0.45559 0.01524 0.52
"Gaia DR2 5290827382810841472" 17.86975 2.61960 0.49078 0.00889 0.45417 0.01527 0.54
"Gaia DR2 5290758143637597696" 17.87137 2.55870 0.49247 0.00878 0.45873 0.01372 0.29
"Gaia DR2 5291459082299976704" 17.87559 1.13458 0.53814 0.00954 0.51886 0.01733 0.47
"Gaia DR2 5289644308298054784" 17.87673 2.64355 0.48941 0.00897 0.45136 0.01572 0.62
"Gaia DR2 5290909292126727424" 17.87975 2.58702 0.49083 0.00888 0.45588 0.01424 0.39
"Gaia DR2 5290690798552127232" 17.88016 2.59627 0.49062 0.00892 0.45522 0.01467 0.43
"Gaia DR2 5290757082787103872" 17.88049 2.94478 0.47968 0.00896 0.41634 0.01420 0.69
"Gaia DR2 5289999927291775488" 17.88384 2.44504 0.49482 0.00880 0.46299 0.01247 0.18
"Gaia DR2 5290734916457109504" 17.88524 2.57718 0.49069 0.00893 0.45617 0.01408 0.34
"Gaia DR2 5290717500367250688" 17.88680 2.59171 0.49010 0.00897 0.45490 0.01463 0.40
"Gaia DR2 5290416539121576448" 17.88836 2.53957 0.49147 0.00887 0.45831 0.01355 0.20
"Gaia DR2 5290817487206438400" 17.88845 2.36118 0.49707 0.00898 0.46574 0.01238 0.29
"Gaia DR2 5290633559526975360" 17.88919 2.57362 0.49047 0.00895 0.45600 0.01406 0.32
"Gaia DR2 5290732412493419392" 17.89125 2.99531 0.47713 0.00887 0.41303 0.01423 0.66
"Gaia DR2 5290445126423473408" 17.89158 2.95590 0.47835 0.00887 0.41519 0.01402 0.68
"Gaia DR2 5289982953580850304" 17.89647 2.52745 0.49111 0.00891 0.45818 0.01348 0.17
"Gaia DR2 5290760965437190528" 17.89738 2.56077 0.49008 0.00898 0.45603 0.01381 0.26
"Gaia DR2 5290951936860757120" 17.89738 2.64413 0.48745 0.00896 0.44953 0.01593 0.60
"Gaia DR2 5291028868311052032" 17.89987 2.56050 0.48987 0.00897 0.45564 0.01400 0.26
"Gaia DR2 5291110197815595648" 17.90112 2.56530 0.48962 0.00898 0.45528 0.01416 0.27
"Gaia DR2 5290726399539432960" 17.90204 2.19410 0.50109 0.00888 0.47094 0.01329 0.37
"Gaia DR2 5290805079041343488" 17.90271 2.85985 0.48027 0.00904 0.41938 0.01482 0.76
"Gaia DR2 5290934443456996992" 17.90337 2.50998 0.49104 0.00890 0.45841 0.01326 0.14
"Gaia DR2 5289791604197469568" 17.90371 2.56675 0.48930 0.00901 0.45504 0.01415 0.28
"Gaia DR2 5290324558098816768" 17.90379 3.01139 0.47539 0.00909 0.41135 0.01424 0.66
"Gaia DR2 5290937059094104192" 17.90413 2.53650 0.49020 0.00899 0.45684 0.01365 0.18
"Gaia DR2 5290747354679431040" 17.90471 2.59570 0.48826 0.00909 0.45276 0.01471 0.39
"Gaia DR2 5289917601357557248" 17.90823 2.84704 0.48011 0.00907 0.41971 0.01502 0.78
"Gaia DR2 5291007457901543296" 17.90932 2.71192 0.48423 0.00891 0.43930 0.01706 0.80
"Gaia DR2 5290780168230777600" 17.91100 2.53222 0.48973 0.00902 0.45618 0.01364 0.17
"Gaia DR2 5290725506186311936" 17.91150 2.41369 0.49334 0.00885 0.46160 0.01249 0.24
"Gaia DR2 5290712788784793216" 17.91218 2.64067 0.48615 0.00874 0.44843 0.01554 0.56
"Gaia DR2 5290868575839207808" 17.91614 2.57343 0.48788 0.00906 0.45328 0.01409 0.29
"Gaia DR2 5290703477295735040" 17.91690 2.65778 0.48520 0.00890 0.44624 0.01588 0.62
"Gaia DR2 5289717009205630848" 17.92454 2.63506 0.48519 0.00892 0.44773 0.01516 0.52
"Gaia DR2 5289932895741176448" 17.92898 2.50191 0.48899 0.00913 0.45598 0.01351 0.14
"Gaia DR2 5290867721143463168" 17.95030 2.49531 0.48716 0.00898 0.45416 0.01342 0.14
"Gaia DR2 5290750309616954368" 17.95048 2.51382 0.48656 0.00885 0.45325 0.01333 0.14
"Gaia DR2 5290659672927983232" 17.95170 2.84719 0.47600 0.00904 0.41585 0.01537 0.79
"Gaia DR2 5290816452115055104" 17.95450 2.42978 0.48888 0.00917 0.45672 0.01312 0.24
"Gaia DR2 5290470724427078528" 17.95748 2.44332 0.48809 0.00913 0.45576 0.01303 0.22
"Gaia DR2 5289990890679814144" 17.96029 2.59758 0.48302 0.00907 0.44694 0.01465 0.32
"Gaia DR2 5290058373205988608" 17.96231 2.65029 0.48121 0.00904 0.44287 0.01504 0.53
"Gaia DR2 5290643175952709632" 17.96470 2.61115 0.48229 0.00916 0.44582 0.01466 0.37
"Gaia DR2 5290934993212809216" 17.96611 2.55802 0.48376 0.00909 0.44871 0.01443 0.18
"Gaia DR2 5291338685778112256" 17.96895 2.58043 0.48274 0.00909 0.44725 0.01444 0.25
"Gaia DR2 5290764160892663168" 17.97241 2.51153 0.48462 0.00897 0.45104 0.01358 0.14
"Gaia DR2 5290690798557190912" 17.97500 2.60132 0.48151 0.00906 0.44539 0.01455 0.32
"Gaia DR2 5291063120677146368" 17.98153 2.59267 0.48119 0.00910 0.44516 0.01434 0.28
"Gaia DR2 5289721544691267840" 17.98189 2.67241 0.47867 0.00899 0.43881 0.01557 0.60
"Gaia DR2 5290158261265053824" 17.98431 2.72247 0.47694 0.00902 0.43281 0.01698 0.77
"Gaia DR2 5290656541892456960" 17.98891 2.85966 0.47216 0.00920 0.41200 0.01555 0.79
"Gaia DR2 5290657778844099328" 17.99090 2.93828 0.46939 0.00902 0.40618 0.01524 0.72
"Gaia DR2 5289908534686932992" 17.99135 2.55101 0.48156 0.00907 0.44640 0.01422 0.15
"Gaia DR2 5289931310893785856" 17.99335 2.62575 0.47903 0.00899 0.44217 0.01436 0.39
"Gaia DR2 5290931149219012096" 17.99562 2.49245 0.48299 0.00911 0.44916 0.01396 0.17
"Gaia DR2 5290032191087277312" 17.99616 2.62996 0.47867 0.00900 0.44135 0.01475 0.40
"Gaia DR2 5290713583357155968" 18.00410 2.59285 0.47903 0.00901 0.44317 0.01415 0.25
"Gaia DR2 5292411018852513280" 18.00530 2.90031 0.46918 0.00903 0.40748 0.01556 0.75
"Gaia DR2 5291003648267134464" 18.00640 2.60455 0.47851 0.00899 0.44233 0.01430 0.29
"Gaia DR2 5290101116721236096" 18.00676 2.68429 0.47586 0.00913 0.43576 0.01582 0.61
"Gaia DR2 5291038828341882624" 18.00759 2.65310 0.47686 0.00905 0.43825 0.01539 0.48
"Gaia DR2 5290818788580295296" 18.00824 2.71309 0.47484 0.00913 0.43256 0.01651 0.71
"Gaia DR2 5291500829382829056" 18.01192 2.63226 0.47713 0.00901 0.43958 0.01474 0.39
"Gaia DR2 5290861948707682432" 18.01229 3.06712 0.46330 0.00920 0.39689 0.01472 0.65
"Gaia DR2 5290653312075649792" 18.01377 2.94532 0.46704 0.00915 0.40347 0.01534 0.72
"Gaia DR2 5290886511619756288" 18.01497 2.58710 0.47825 0.00901 0.44254 0.01411 0.22
"Gaia DR2 5290822778605785984" 18.01590 2.49623 0.48100 0.00919 0.44689 0.01391 0.17
"Gaia DR2 5290773021404514944" 18.02035 2.88643 0.46824 0.00902 0.40718 0.01574 0.77
"Gaia DR2 5289980685837968768" 18.02632 2.52413 0.47909 0.00906 0.44426 0.01368 0.14
"Gaia DR2 5290000099090504704" 18.02782 2.23889 0.48794 0.00920 0.45680 0.01349 0.37
"Gaia DR2 5290738764747702656" 18.02875 2.53137 0.47869 0.00902 0.44378 0.01370 0.14
"Gaia DR2 5290739112642551552" 18.02885 2.71695 0.47279 0.00914 0.43041 0.01649 0.70
"Gaia DR2 5290397709985228800" 18.03195 2.77673 0.47065 0.00911 0.42003 0.01739 0.84
"Gaia DR2 5290815528701343744" 18.03251 2.67120 0.47390 0.00917 0.43484 0.01535 0.52
"Gaia DR2 5290735985906344704" 18.03345 2.56330 0.47722 0.00901 0.44187 0.01398 0.15
"Gaia DR2 5290023532433019776" 18.03562 2.63244 0.47478 0.00913 0.43729 0.01495 0.36
"Gaia DR2 5290744056147578624" 18.03666 2.52110 0.47828 0.00902 0.44345 0.01376 0.15
"Gaia DR2 5291254641859989376" 18.03722 2.59280 0.47584 0.00911 0.43961 0.01434 0.21
"Gaia DR2 5289968900449081472" 18.03845 2.64969 0.47403 0.00914 0.43586 0.01490 0.43
"Gaia DR2 5290729079598995712" 18.03949 2.61655 0.47490 0.00914 0.43791 0.01466 0.29
"Gaia DR2 5290639224584005632" 18.04290 2.66781 0.47295 0.00913 0.43414 0.01545 0.50
"Gaia DR2 5290814875866396032" 18.04585 2.30760 0.48407 0.00920 0.45214 0.01346 0.35
"Gaia DR2 5290834289117924992" 18.04652 2.50590 0.47775 0.00900 0.44315 0.01359 0.17
"Gaia DR2 5289991234277174272" 18.04919 2.56928 0.47554 0.00909 0.43960 0.01403 0.15
"Gaia DR2 5290039926325737856" 18.05158 2.75053 0.46951 0.00905 0.42332 0.01678 0.78
"Gaia DR2 5290669736030739328" 18.05158 2.61515 0.47385 0.00916 0.43702 0.01453 0.27
"Gaia DR2 5290667541308087040" 18.05398 2.64746 0.47257 0.00915 0.43463 0.01510 0.40
"Gaia DR2 5290882354094540032" 18.05618 2.61700 0.47332 0.00910 0.43641 0.01458 0.27
"Gaia DR2 5290816864430819328" 18.05657 2.49372 0.47719 0.00908 0.44280 0.01369 0.19
"Gaia DR2 5290718320700928512" 18.05715 2.53743 0.47571 0.00914 0.44059 0.01371 0.14
"Gaia DR2 5290828138720264192" 18.05859 2.49127 0.47707 0.00905 0.44276 0.01369 0.20
"Gaia DR2 5290765290463208960" 18.05878 2.60339 0.47354 0.00909 0.43703 0.01435 0.22
"Gaia DR2 5290802708218831104" 18.05936 2.65656 0.47180 0.00916 0.43350 0.01518 0.43
"Gaia DR2 5290797833436391680" 18.05946 2.62610 0.47271 0.00912 0.43557 0.01465 0.30
"Gaia DR2 5289945467106145152" 18.06071 2.65153 0.47185 0.00917 0.43372 0.01521 0.40
"Gaia DR2 5290753333274052736" 18.06905 2.55242 0.47414 0.00920 0.43841 0.01418 0.14
"Gaia DR2 5290690665411637632" 18.07031 2.61894 0.47192 0.00915 0.43493 0.01468 0.26
"Gaia DR2 5290737287278897536" 18.07353 2.67241 0.46994 0.00915 0.43062 0.01524 0.47
"Gaia DR2 5290664307192046464" 18.07813 2.70758 0.46831 0.00904 0.42673 0.01589 0.61
"Gaia DR2 5290935341107127424" 18.07960 2.79681 0.46541 0.00919 0.41360 0.01731 0.84
"Gaia DR2 5290690351875533824" 18.08009 2.72392 0.46756 0.00910 0.42467 0.01619 0.67
"Gaia DR2 5290916855564123008" 18.08236 2.52975 0.47357 0.00914 0.43835 0.01418 0.15
"Gaia DR2 5290698980468082816" 18.08265 2.71018 0.46777 0.00910 0.42611 0.01589 0.61
"Gaia DR2 5291462041536348672" 18.08838 2.34971 0.47870 0.00911 0.44530 0.01342 0.34
"Gaia DR2 5290720004328212992" 18.09513 2.88857 0.46086 0.00915 0.39964 0.01619 0.80
"Gaia DR2 5291061746287440384" 18.09653 2.18120 0.48326 0.00924 0.45199 0.01376 0.39
